"OBJECTID","ACRES","STATE","FIRE_NAME","YEAR","STARTMONTH","STARTDAY","FIRE_TYPE","LATITUDE","LONGITUDE"
7583,2295,"OR","INDIAN SPRINGS",2001,8,3,"Wildfire",42.298,-121.319
7584,1265,"OR","WARNER RX",2001,2,26,"Prescribed Fire",42.472,-119.841
7585,20833,"OR","V LAKE RX",2001,9,15,"Prescribed Fire",42.5,-118.803
7586,3032,"OR","LAKEVIEW COMPLEX (JOHNSON CREEK)",2001,8,8,"Wildfire",42.622,-120.531
7587,66990,"OR","JACKIES BUTTE",2001,8,9,"Wildfire",42.635,-117.593
7588,2398,"OR","JUMP",2001,8,8,"Wildfire",42.815,-120.07
7589,9409,"OR","SHEEPSHEAD COMPLEX (STONEHOUSE)",2001,8,10,"Wildfire",42.837,-118.43
7590,10663,"OR","ERIDGEKIGE",2001,10,5,"Prescribed Fire",42.856,-118.557
7591,2385,"OR","JORDAN CREEK",2001,8,9,"Wildfire",42.89,-117.624
7592,1207,"OR","STONEHOUSE",2001,10,15,"Prescribed Fire",42.926,-118.426
7593,95148,"OR","BIG JUNIPER",2001,8,8,"Wildfire",42.954,-119.725
7594,3292,"OR","OWYHEE RIVER",2001,7,27,"Wildfire",42.978,-117.745
7595,32971,"OR","SHEEPSHEAD",2001,8,9,"Wildfire",42.989,-118.17
7596,6193,"OR","WEST CRATER",2001,8,9,"Wildfire",43.033,-117.612
7597,1996,"OR","HORSE SPRING COMPLEX (DOUBLE OO)",2001,7,11,"Wildfire",43.181,-119.164
7598,5658,"OR","MUSTANG",2001,8,11,"Wildfire",43.195,-119.747
7599,11138,"OR","BIG STICK",2001,7,4,"Wildfire",43.309,-119.541
7600,3879,"OR","CROWLEY",2001,7,12,"Wildfire",43.345,-117.961
7601,4123,"OR","COW HOLLOW",2001,6,15,"Wildfire",43.858,-117.221
7602,1740,"OR","BULLY CREEK",2001,5,27,"Wildfire",43.993,-117.446
7603,4372,"OR","CAVANAUGH CREEK",2001,8,15,"Wildfire",44.379,-117.346
7604,3156,"OR","BAKER COMPLEX (MORGAN MOUNTAIN)",2001,8,15,"Wildfire",44.483,-117.261
7605,1204,"OR","PICTURE",2001,10,2,"Prescribed Fire",44.529,-119.619
7606,2044,"OR","TIMBERBAS3",2001,8,16,"Prescribed Fire",44.588,-119.519
7607,8741,"OR","SUTTON MT",2001,9,14,"Prescribed Fire",44.671,-120.167
7608,1622,"OR","WHITE SWAN",2001,8,14,"Wildfire",44.743,-117.697
7609,3705,"OR","SENTINEL PEAK",2001,7,10,"Wildfire",44.787,-119.721
7610,2724,"OR","DARK LAKE",2001,8,12,"Wildfire",44.79,-121.751
7611,7804,"OR","WAGNER MOUNTAIN",2001,7,12,"Wildfire",44.806,-120.407
7612,1102,"OR","DRY GULCH",2001,10,25,"Prescribed Fire",44.811,-117.234
7613,29095,"OR","MONUMENT COMPLEX (MALLORY)",2001,8,12,"Wildfire",44.931,-119.345
7614,9176,"OR","BRIDGE CREEK",2001,8,13,"Wildfire",45.041,-118.967
7615,1775,"OR","TUNNEL",2001,5,24,"Wildfire",45.044,-121.092
7616,1232,"OR","YELLOWJACKET",2001,7,10,"Wildfire",45.369,-118.917
7617,18065,"OR","FERRY CANYON",2001,7,12,"Wildfire",45.381,-120.894
7618,9056,"OR","ROCK CREEK",2001,7,13,"Wildfire",45.554,-120.39
7619,16132,"OR","HORSE CREEK",2001,8,14,"Wildfire",45.619,-116.795
7620,3292,"OR","TWO RIVERS",2001,7,28,"Wildfire",45.916,-119.225
7621,609,"SC","UNNAMED",2001,10,26,"Wildfire",33.311,-80.529
7622,3481,"SC","UNNAMED",2001,4,17,"Wildfire",33.786,-80.471
7623,2204,"SC","UNNAMED",2001,11,7,"Wildfire",33.832,-78.769
7624,655,"SC","UNNAMED",2001,10,27,"Wildfire",34.292,-79.163
7625,1130,"SD","DISTANT",2001,9,1,"Wildfire",43.354,-101.351
7626,11127,"SD","WEST HELL CANYON",2001,9,26,"Wildfire",43.366,-103.667
7627,1508,"SD","BISON FLAT",2001,10,8,"Prescribed Fire",43.532,-103.479
7628,11794,"SD","ROGERS SHACK",2001,7,31,"Wildfire",43.653,-103.854
7629,1126,"SD","DRY CREEK 2 (C)",2001,4,19,"Wildfire",43.745,-103.35
7630,2164,"SD","MISSILE RD",2001,1,6,"Wildfire",43.791,-103.22
7631,3711,"SD","W SAGE CK",2001,10,28,"Prescribed Fire",43.857,-102.424
7632,1336,"SD","VAN METRE",2001,9,7,"Wildfire",44.163,-100.715
7633,2556,"SD","LEMON BUTTE",2001,8,29,"Wildfire",44.99,-102.37
7634,1946,"SD","MCKENZIE",2001,9,28,"Wildfire",45.745,-103.58
7635,1173,"TN","UNNAMED",2001,11,10,"Wildfire",34.998,-85.46
7636,4213,"TN","UNNAMED",2001,11,2,"Wildfire",35.295,-85.487
7637,1691,"TN","UNNAMED",2001,11,1,"Wildfire",35.314,-85.626
7638,703,"TN","UNNAMED",2001,11,9,"Unknown",35.364,-85.588
7639,1210,"TN","UNNAMED",2001,10,31,"Wildfire",35.403,-85.518
7640,573,"TN","UNNAMED",2001,11,5,"Wildfire",35.446,-85.113
7641,1250,"TN","UNNAMED",2001,11,4,"Wildfire",35.513,-85.311
7642,1491,"TN","UNNAMED",2001,11,6,"Wildfire",35.543,-85.021
7643,1057,"TN","UNNAMED",2001,11,4,"Wildfire",35.576,-85.491
7644,2662,"TN","UNNAMED",2001,11,13,"Wildfire",35.581,-84.032
7645,632,"TN","UNNAMED",2001,10,31,"Wildfire",35.607,-85.501
7646,504,"TN","STONY RDG",2001,4,23,"Prescribed Fire",35.614,-83.867
7647,679,"TN","UNNAMED",2001,11,9,"Unknown",35.704,-84.948
7648,1787,"TN","GREEN MTN.",2001,11,10,"Wildfire",35.815,-83.195
7649,1085,"TN","UNNAMED",2001,11,13,"Wildfire",35.816,-83.657
7650,1301,"TN","UNNAMED",2001,11,10,"Unknown",35.922,-84.757
7651,1782,"TN","UNNAMED",2001,11,7,"Wildfire",36.106,-84.384
7652,738,"TN","UNNAMED",2001,12,20,"Unknown",36.224,-84.324
7653,665,"TN","UNNAMED",2001,11,10,"Unknown",36.261,-84.286
7654,2084,"TN","UNNAMED",2001,11,9,"Wildfire",36.281,-85.18
7655,980,"TN","UNNAMED",2001,11,9,"Unknown",36.304,-84.814
7656,4635,"TN","UNNAMED",2001,11,13,"Wildfire",36.378,-85.127
7657,546,"TN","UNNAMED",2001,11,10,"Unknown",36.57,-83.115
7658,1065,"TN","UNNAMED",2001,12,3,"Wildfire",36.577,-84.049
7659,1004,"TX","UNNAMED",2001,7,22,"Unknown",28.217,-96.92
7660,1006,"TX","UNNAMED",2001,7,22,"Unknown",28.235,-96.844
7661,3866,"TX","SAVANNAH S",2001,6,29,"Wildfire",28.263,-96.858
7662,1044,"TX","UNNAMED",2001,7,22,"Unknown",28.278,-96.938
7663,1964,"TX","ST.PATTY",2001,3,17,"Wildfire",28.307,-96.493
7664,1004,"TX","MIDDLE BAYOU",2001,1,31,"Unknown",29.1,-95.263
7665,1435,"TX","ALLIGATOR R",2001,7,12,"Unknown",29.126,-95.247
7666,2263,"TX","WHARTON HO",2001,2,25,"Unknown",29.153,-95.199
7667,1916,"TX","DITCH 4 6",2001,2,1,"Unknown",29.177,-95.22
7668,1319,"TX","COON CREEK 1",2001,6,30,"Unknown",29.583,-94.544
7669,4178,"TX","UNIT 12",2001,12,19,"Unknown",29.617,-94.279
7670,5313,"TX","UNIT 1",2001,12,19,"Unknown",29.618,-94.237
7671,1098,"TX","E BAY BAYOU",2001,10,27,"Unknown",29.624,-94.422
7672,1320,"TX","TXPT SE 2",2001,11,20,"Unknown",29.699,-93.889
7673,1783,"TX","UNNAMED",2001,6,23,"Wildfire",30.64,-100.421
7674,1181,"TX","FMU 1201",2001,7,13,"Prescribed Fire",30.651,-94.678
7675,2209,"TX","UNNAMED",2001,5,29,"Wildfire",30.697,-104.139
7676,28633,"TX","UNNAMED",2001,7,27,"Unknown",33.247,-99.419
7677,3030,"TX","UNNAMED",2001,6,29,"Wildfire",33.506,-100.649
7678,14749,"TX","OREAR COMPLEX FIRE",2001,7,17,"Wildfire",34.784,-100.415
7679,1311,"TX","UNNAMED",2001,3,20,"Wildfire",35.486,-101.402
7680,1326,"TX","UNNAMED",2001,3,20,"Wildfire",35.528,-101.273
7681,1873,"TX","UNNAMED",2001,3,20,"Wildfire",35.565,-101.398
7682,1784,"TX","UNNAMED",2001,3,20,"Wildfire",35.566,-101.267
7683,1571,"UT","LANGSTON",2001,8,16,"Wildfire",37.372,-113.033
7684,1264,"UT","ECRP13",2001,9,18,"Prescribed Fire",37.595,-112.193
7685,13458,"UT","INDIAN SPR",2001,9,28,"Prescribed Fire",39.507,-109.264
7686,1405,"UT","REAR",2001,6,23,"Wildfire",39.53,-112.484
7687,1368,"UT","GILSON",2001,9,17,"Wildfire",39.631,-112.288
7688,1681,"UT","BLACK MOUNTAIN",2001,7,15,"Wildfire",39.675,-112.316
7689,3310,"UT","ROCKWELL",2001,8,29,"Wildfire",39.717,-112.44
7690,2612,"UT","BIRCH",2001,9,27,"Wildfire",39.775,-111.815
7691,4109,"UT","KEG MOUNTAIN",2001,7,16,"Wildfire",39.835,-112.909
7692,4695,"UT","NEBO CREEK",2001,7,2,"Wildfire",39.875,-111.583
7693,7850,"UT","MOLLIE",2001,8,18,"Wildfire",39.949,-111.747
7694,1338,"UT","WARM SPRINGS",2001,7,21,"Wildfire",39.956,-111.822
7695,2272,"UT","IBAPAH",2001,7,26,"Wildfire",39.962,-114.038
7696,2463,"UT","SIMPSON BU",2001,6,3,"Wildfire",40.064,-112.854
7697,2223,"UT","8 MILE",2001,6,9,"Wildfire",40.432,-112.94
7698,9062,"UT","BEEF HOLLOW",2001,7,16,"Wildfire",40.45,-111.98
7699,2313,"UT","SOUTH HOLLOW",2001,8,17,"Wildfire",40.503,-111.147
7700,4934,"UT","TIMPIE",2001,6,8,"Wildfire",40.712,-112.631
7701,1604,"UT","MAG CORP",2001,8,3,"Wildfire",40.953,-112.832
7702,5606,"UT","ANTELOPE 4",2001,7,5,"Wildfire",40.972,-112.226
7703,1210,"UT","MONARCH",2001,7,14,"Wildfire",40.974,-112.842
7704,38647,"UT","UNNAMED",2001,7,17,"Wildfire",41.525,-112.525
7705,2498,"UT","THIOKOL",2001,7,13,"Wildfire",41.689,-112.405
7706,1788,"UT","WILDCAT HILLS",2001,7,12,"Wildfire",41.789,-112.831
7707,3911,"UT","LITTLE FIELD",2001,7,14,"Wildfire",41.867,-113.003
7708,636,"VA","UNNAMED",2001,2,19,"Unknown",36.609,-83.021
7709,682,"VA","UNNAMED",2001,11,12,"Wildfire",36.618,-83.015
7710,1055,"VA","HICKORY RU",2001,11,18,"Prescribed Fire",37.929,-78.731
7711,9487,"WA","GOODNOE HILLS",2001,8,18,"Wildfire",45.742,-120.523
7712,9142,"WA","PORT KELLY",2001,7,28,"Wildfire",46.042,-118.937
7713,1487,"WA","HIGH BRIDGE",2001,8,31,"Wildfire",46.106,-120.519
7714,3271,"WA","PUMPHOUSE",2001,6,19,"Wildfire",46.288,-120.443
7715,2756,"WA","DOME PEAK",2001,8,13,"Wildfire",46.584,-121.102
7716,7009,"WA","FOURTH OF JULY",2001,8,13,"Wildfire",47.576,-120.787
7717,4355,"WA","UNION VALLEY",2001,7,28,"Wildfire",47.901,-119.968
7718,3060,"WA","DAM TOWER",2001,7,10,"Wildfire",47.988,-118.934
7719,1227,"WA","GOOSE LAKE",2001,8,13,"Wildfire",48.14,-119.362
7720,1276,"WA","DAN CANYON",2001,8,8,"Wildfire",48.144,-119.602
7721,54456,"WA","REX CREEK COMPLEX (REX CREEK)",2001,8,12,"Wildfire",48.162,-120.463
7722,6702,"WA","UNNAMED",2001,8,13,"Wildfire",48.197,-119.842
7723,4842,"WA","LIBBY SOUTH",2001,7,9,"Wildfire",48.22,-120.159
7724,35780,"WA","VIRGINIA L",2001,8,13,"Wildfire",48.253,-119.612
7725,34914,"WA","ST MARYS",2001,8,14,"Wildfire",48.309,-119.343
7726,1331,"WA","REX CREEK COMPLEX (GLORY MOUNTAIN)",2001,8,13,"Wildfire",48.415,-120.969
7727,1363,"WA","SLEEPY COMPLEX  (SLEEPY)",2001,8,13,"Wildfire",48.485,-118.478
7728,3220,"WA","VIRGINIA LAKE COMPLEX (BAILEY MOUNTAIN)",2001,8,13,"Wildfire",48.495,-119.094
7729,5834,"WA","MT. LEONA COMPLEX",2001,8,13,"Wildfire",48.794,-118.481
7730,9120,"WA","THIRTY MILE",2001,7,9,"Wildfire",48.817,-120.03
7731,544,"WI","UNNAMED",2001,5,20,"Unknown",44.09,-90.182
7732,565,"WI","BIG BURN",2001,5,30,"Unknown",44.168,-90.171
7733,2291,"WV","PUCKETT RIDGE",2001,11,1,"Wildfire",37.312,-81.772
7734,4702,"WV","CROCKETT BRANCH",2001,10,29,"Wildfire",37.315,-81.725
7735,4393,"WV","MOUNTAIN FORK",2001,10,30,"Wildfire",37.343,-81.626
7736,780,"WV","BARTLEY",2001,4,25,"Unknown",37.356,-81.737
7737,1586,"WV","COALWOOD",2001,11,1,"Wildfire",37.382,-81.669
7738,902,"WV","MEATHOUSE FORK",2001,10,31,"Wildfire",37.406,-81.69
7739,692,"WV","CABLE RD.",2001,11,10,"Wildfire",37.415,-81.169
7740,965,"WV","PETERS BR/LITTLE JENNY BR",2001,11,13,"Wildfire",37.468,-81.62
7741,1258,"WV","BEE BRANCH",2001,11,12,"Wildfire",37.486,-81.929
7742,520,"WV","MOHAWK BRANCH",2001,11,2,"Wildfire",37.507,-81.9
7743,565,"WV","MOHAWK BRANCH",2001,10,29,"Wildfire",37.51,-81.913
7744,1635,"WV","UNNAMED",2001,11,19,"Unknown",37.555,-81.985
7745,1788,"WV","VULCAN",2001,10,25,"Wildfire",37.559,-82.111
7746,569,"WV","CEDAR",2001,11,10,"Wildfire",37.562,-82.097
7747,1878,"WV","WHITE OAK BR.",2001,11,9,"Wildfire",37.568,-81.873
7748,998,"WV","MATE CREEK",2001,11,6,"Wildfire",37.607,-82.027
7749,3213,"WV","MUNCHLINVILLE",2001,10,31,"Wildfire",37.609,-82.106
7750,519,"WV","WILLEBET",2001,11,2,"Wildfire",37.623,-81.206
7751,884,"WV","COAL MTN.",2001,11,11,"Wildfire",37.645,-81.739
7752,2055,"WV","RED JACKET",2001,10,31,"Wildfire",37.66,-82.127
7753,612,"WV","CINDERELLA",2001,10,23,"Wildfire",37.676,-82.229
7754,775,"WV","SAND LICK CREEK",2001,10,13,"Wildfire",37.682,-81.892
7755,3983,"WV","ELK CREEK",2001,10,30,"Wildfire",37.708,-81.758
7756,843,"WV","DANS BRANCH",2001,11,1,"Wildfire",37.709,-82.289
7757,543,"WV","ABRAHAM",2001,11,8,"Wildfire",37.784,-80.937
7758,1436,"WV","WHITMAN",2001,11,1,"Wildfire",37.829,-82.015
7759,1606,"WV","STONECOAL/MARROWBONE",2001,11,2,"Wildfire",37.875,-82.372
7760,1632,"WV","MUD FORK MTN.",2001,10,30,"Wildfire",37.877,-82.132
7761,1619,"WV","CHESTNUTLOG",2001,10,31,"Wildfire",37.919,-82.348
7762,1143,"WV","BANDYTOWN",2001,10,30,"Wildfire",37.946,-81.633
7763,1821,"WV","BUCKS FORK",2001,11,8,"Wildfire",37.953,-82.126
7764,1228,"WV","MARE BR. AMEAGLE",2001,11,9,"Wildfire",37.954,-81.39
7765,879,"WV","LONG BR. AMEAGLE",2001,10,31,"Wildfire",37.963,-81.396
7766,1827,"WV","MIKES FORK",2001,10,24,"Wildfire",37.977,-81.884
7767,541,"WV","BIG  LITTLE JERRELLS CK.",2001,11,17,"Wildfire",37.978,-81.638
7768,575,"WV","JIMS BRANCH",2001,10,23,"Wildfire",37.981,-82.223
7769,719,"WV","JIMS BRANCH",2001,12,5,"Wildfire",37.984,-82.21
7770,2629,"WV","MUD RIVER",2001,10,31,"Wildfire",38.034,-81.915
7771,519,"WV","VANCE/SPRY BRANCH",2001,11,13,"Wildfire",38.038,-82.23
7772,1206,"WV","BURNWELL",2001,11,6,"Wildfire",38.041,-81.383
7773,663,"WV","LEEWOOD",2001,11,8,"Wildfire",38.075,-81.442
7774,972,"WV","ASH BRANCH",2001,10,23,"Wildfire",38.088,-81.377
7775,1000,"WV","BLOOMINGROSE",2001,11,7,"Wildfire",38.148,-81.639
7776,512,"WV","DICK FORK",2001,11,19,"Wildfire",38.152,-82.099
7777,658,"WV","NELLIS",2001,10,31,"Wildfire",38.158,-81.732
7778,1674,"WV","SHARIN HOLLOW",2001,11,1,"Wildfire",38.166,-81.422
7779,1689,"WV","NEW CREEK MTN",2001,10,25,"Unknown",39.003,-79.243
7780,519,"WV","SOUTH BRANCH",2001,10,24,"Wildfire",39.175,-78.903
7781,5615,"WY","LEROY",2001,8,27,"Wildfire",42.153,-105.292
7782,2171,"WY","BEAVER RIM",2001,7,4,"Wildfire",42.602,-108.453
7783,1508,"WY","CASPER CRE",2001,9,4,"Wildfire",43.033,-106.562
7784,4839,"WY","KAYE FIELD",2001,7,30,"Wildfire",43.076,-104.943
7785,1449,"WY","DINWOODY",2001,7,31,"Wildfire",43.292,-109.535
7786,3789,"WY","GREEN KNOLL",2001,7,22,"Wildfire",43.439,-110.911
7787,13758,"WY","ELK MOUNTAIN 2",2001,7,30,"Wildfire",43.738,-104.081
7788,3627,"WY","RENNER DRA",2001,8,18,"Wildfire",43.988,-108.892
7789,1081,"WY","ALKALI RIM",2001,9,17,"Prescribed Fire",44.003,-107.352
7790,4055,"WY","FALCON",2001,8,6,"Wildfire",44.122,-110.154
7791,1501,"WY","MCFARLAND",2001,9,5,"Wildfire",44.426,-104.773
7792,2599,"WY","ARTHUR",2001,7,29,"Wildfire",44.459,-110.053
7793,4107,"WY","SULPHUR",2001,8,15,"Wildland Fire Use",44.667,-110.384
7794,7539,"WY","THUNDER CH",2001,7,28,"Wildfire",44.911,-107.014
7795,19915,"AK","AROPUK",2002,6,18,"Wildfire",61.317,-163.588
7796,1624,"AK","HOHOLITNA",2002,6,22,"Wildfire",61.433,-156.864
7797,4253,"AK","KALSKAG",2002,5,19,"Wildfire",61.533,-160.442
7798,1046,"AK","THURSDAY CREEK",2002,7,16,"Wildfire",61.776,-150.637
7799,2139,"AK","CROOKED 3",2002,7,18,"Wildfire",62.003,-157.603
7800,4119,"AK","MOOSE CREEK",2002,7,17,"Wildfire",62.071,-156.506
7801,225783,"AK","REINDEER",2002,7,17,"Wildfire",62.32,-159.15
7802,11803,"AK","BIG WALDREN",2002,6,19,"Wildfire",62.376,-156.637
7803,5409,"AK","WALDREN FORK",2002,7,17,"Wildfire",62.437,-156.558
7804,67318,"AK","WINDY",2002,7,17,"Wildfire",62.651,-154.332
7805,175486,"AK","VINASALE",2002,5,22,"Wildfire",62.683,-155.509
7806,156189,"AK","YETNA RIVER",2002,7,18,"Wildfire",62.772,-158.267
7807,3812,"AK","GOBLET CREEK",2002,7,20,"Wildfire",62.927,-160.508
7808,30221,"AK","NORTH FORK",2002,7,17,"Wildfire",63.187,-154.377
7809,10406,"AK","SOUTH FORK",2002,7,17,"Wildfire",63.245,-156.073
7810,13230,"AK","LOST TWENTY",2002,8,19,"Wildfire",63.515,-153.858
7811,118933,"AK","MOOSE LAKE",2002,7,17,"Wildland Fire Use",63.555,-152.841
7812,89062,"AK","COLORADO CREEK",2002,5,26,"Wildfire",63.626,-155.89
7813,5145,"AK","SUSULATNA",2002,5,26,"Wildfire",63.654,-155.514
7814,28825,"AK","SULUKNA",2002,6,4,"Wildfire",63.726,-154.274
7815,71718,"AK","BEAR CREEK",2002,5,26,"Wildfire",63.793,-156.292
7816,58025,"AK","KHOTOL RIVER",2002,7,17,"Wildfire",63.816,-158.73
7817,58145,"AK","GALATEA CREEK",2002,5,22,"Wildfire",63.872,-157.194
7818,8530,"AK","LYNX CREEK",2002,8,2,"Wildfire",63.885,-152.854
7819,72638,"AK","SPURS",2002,5,15,"Wildfire",63.908,-146.358
7820,5264,"AK","MOOSE CREEK",2002,6,21,"Wildfire",64.04,-155.781
7821,25543,"AK","JOHN HANSEN LAKE",2002,7,20,"Wildfire",64.064,-151.321
7822,127573,"AK","SISCHU",2002,6,5,"Wildfire",64.077,-152.332
7823,73270,"AK","LONG CREEK",2002,7,21,"Wildfire",64.177,-155.47
7824,24975,"AK","JOHN HANSEN CREEK",2002,6,6,"Wildland Fire Use",64.198,-151.502
7825,40457,"AK","BIG MUD",2002,6,8,"Wildfire",64.456,-153.199
7826,260205,"AK","GESKAKMINA LAKE",2002,6,8,"Wildfire",64.522,-150.363
7827,4357,"AK","GRAND CREEK",2002,7,18,"Wildfire",64.547,-153.42
7828,22384,"AK","WEST FORK CHENA",2002,5,23,"Wildfire",65.06,-146.205
7829,23023,"AK","HOLTNAKA",2002,7,17,"Wildfire",65.124,-156.143
7830,1951,"AK","UN CHENA",2002,6,7,"Wildfire",65.144,-146.712
7831,107420,"AK","MILEPOST 78",2002,5,23,"Wildfire",65.274,-148.884
7832,19893,"AK","MILEPOST 85",2002,8,4,"Wildfire",65.418,-164.503
7833,5313,"AK","KETCHEM CREEK",2002,8,3,"Wildfire",65.555,-144.547
7834,1457,"AK","CRAZY",2002,7,18,"Wildfire",65.643,-144.905
7835,39549,"AK","TAG RIVER 1",2002,7,19,"Wildfire",65.665,-159.102
7836,1233,"AK","TAG RIVER 4",2002,7,19,"Wildfire",65.875,-159.03
7837,22559,"AK","JIM RIVER",2002,7,19,"Wildfire",66.726,-151.223
7838,1516,"AK","SAND",2002,7,18,"Wildfire",66.911,-158.341
7839,2425,"AK","DEATH VALLEY",2002,7,22,"Wildfire",67.161,-151.68
7840,1147,"AK","AMBLER RIVER",2002,7,17,"Wildfire",67.205,-156.93
7841,14065,"AK","SHEENJEK",2002,6,6,"Wildfire",67.371,-144.327
7842,19807,"AK","KOCACHO 2",2002,7,23,"Wildfire",67.413,-146.048
7843,4783,"AK","BIG ROCK MOUNTAIN",2002,7,23,"Wildfire",67.692,-146.169
7844,7597,"AK","STRINGO LAKES",2002,7,31,"Wildfire",67.698,-147.698
7845,2426,"AK","DAWN CREEK",2002,7,20,"Wildland Fire Use",67.701,-152.696
7846,13723,"AK","COTTONWOOD BAR",2002,8,2,"Wildland Fire Use",68.164,-159.699
7847,531,"AL","UNNAMED",2002,2,16,"Wildfire",31.05,-88.288
7848,737,"AL","UNNAMED",2002,2,16,"Wildfire",32.292,-85.45
7849,629,"AL","RD01-CR103",2002,6,13,"Wildfire",34.416,-85.6
7850,676,"AR","PINE ISLAND",2002,3,13,"Unknown",33.142,-92.079
7851,3579,"AR","UNNAMED",2002,4,5,"Unknown",35.7,-92.869
7852,1511,"AR","UNNAMED",2002,11,29,"Wildfire",35.765,-91.907
7853,3967,"AR","UNNAMED",2002,4,5,"Unknown",35.779,-92.917
7854,753,"AR","UNNAMED",2002,3,29,"Wildfire",35.985,-93.021
7855,662,"AR","NRIVERRD",2002,3,14,"Prescribed Fire",36.078,-93.224
7856,2248,"AR","ROUNDTPCOX",2002,2,16,"Prescribed Fire",36.458,-94.041
7857,17438,"AZ","WALKER",2002,6,12,"Wildfire",31.346,-111.067
7858,2120,"AZ","OVERSITE",2002,2,28,"Wildfire",31.404,-110.314
7859,2874,"AZ","MERRITT",2002,4,19,"Wildfire",31.449,-110.422
7860,36922,"AZ","RYAN",2002,4,29,"Wildfire",31.577,-110.505
7861,1878,"AZ","WEST DOME",2002,6,14,"Wildfire",31.674,-110.459
7862,3686,"AZ","MUSTANG",2002,2,23,"Wildfire",31.679,-110.426
7863,1077,"AZ","YELLOW",2002,2,28,"Wildfire",31.707,-111.477
7864,1220,"AZ","CENTER",2002,4,20,"Wildfire",31.759,-111.588
7865,5436,"AZ","CITY HALL",2002,5,14,"Wildfire",31.765,-111.444
7866,4173,"AZ","OAK TREE",2002,2,21,"Wildfire",31.787,-110.598
7867,6205,"AZ","DARNELL",2002,6,28,"Wildfire",31.824,-109.126
7868,1766,"AZ","WITCH",2002,5,30,"Wildfire",31.829,-109.47
7869,1112,"AZ","S.P.",2002,8,29,"Wildfire",31.929,-111.206
7870,1116,"AZ","LITTLE PICKET",2002,10,16,"Wildfire",32.022,-109.37
7871,31774,"AZ","BULLOCK",2002,5,20,"Wildfire",32.424,-110.669
7872,2432,"AZ","ORACLE HILL",2002,7,12,"Wildfire",32.575,-110.756
7873,7704,"AZ","LITTLE",2002,5,4,"Wildfire",34.158,-109.348
7874,461774,"AZ","RODEO",2002,6,18,"Wildfire",34.233,-110.463
7875,1225,"AZ","UNNAMED",2002,9,1,"Unknown",34.385,-111.299
7876,3160,"AZ","UNNAMED",2002,9,1,"Unknown",34.436,-111.286
7877,1587,"AZ","INDIAN",2002,5,15,"Wildfire",34.498,-112.494
7878,2340,"AZ","HIBERNIA",2002,2,22,"Wildfire",34.901,-113.852
7879,4978,"AZ","TRICK",2002,8,21,"Wildfire",35.032,-112.039
7880,3668,"AZ","VOCK CYN",2002,2,20,"Wildfire",35.421,-114.131
7881,1683,"AZ","ANTELOPE",2002,8,14,"Wildfire",35.547,-111.514
7882,3548,"AZ","HANCEWATSO",2002,11,6,"Prescribed Fire",35.982,-112.016
7883,3701,"AZ","CARRIZO 1",2002,6,28,"Wildfire",36.809,-109.109
7884,1279,"CA","TROY",2002,6,19,"Wildfire",32.826,-116.392
7885,65407,"CA","PINES",2002,7,29,"Wildfire",33.146,-116.574
7886,5786,"CA","GAVILAN",2002,2,10,"Wildfire",33.395,-117.268
7887,3085,"CA","MATEO",2002,5,13,"Wildfire",33.442,-117.481
7888,1282,"CA","ANTONIO",2002,5,13,"Wildfire",33.6,-117.606
7889,2028,"CA","GREEN",2002,2,9,"Wildfire",33.852,-117.685
7890,1007,"CA","UNNAMED",2002,7,27,"Wildfire",33.885,-117.681
7891,37505,"CA","WILLIAMS",2002,9,22,"Wildfire",34.195,-117.777
7892,2621,"CA","ARROWHEAD",2002,5,31,"Wildfire",34.196,-117.241
7893,6650,"CA","LOUISIANA",2002,6,26,"Wildfire",34.29,-117.473
7894,20565,"CA","CURVE",2002,9,1,"Wildfire",34.306,-117.815
7895,7199,"CA","BLUECUT",2002,6,16,"Wildfire",34.312,-117.444
7896,1199,"CA","OASIS",2002,9,14,"Wildfire",34.459,-118.277
7897,4644,"CA","BOUQUET",2002,5,11,"Wildfire",34.539,-118.436
7898,7840,"CA","SUDDEN RANCH",2002,6,15,"Wildfire",34.547,-120.532
7899,19048,"CA","COPPER",2002,6,5,"Wildfire",34.558,-118.482
7900,1735,"CA","SAGE/ALISO",2002,2,26,"Prescribed Fire",34.558,-119.798
7901,5089,"CA","LEONA",2002,9,3,"Wildfire",34.585,-118.275
7902,21097,"CA","WOLF",2002,6,1,"Wildfire",34.593,-119.211
7903,2447,"CA","UNNAMED",2002,6,23,"Wildfire",34.594,-119.488
7904,1512,"CA","COPCO",2002,6,18,"Wildfire",34.74,-118.781
7905,1434,"CA","DYKE DAVID TALLEY VMP",2002,10,30,"Prescribed Fire",35.144,-120.462
7906,1393,"CA","HIGHWAY 58",2002,7,19,"Wildfire",35.433,-120.527
7907,3490,"CA","BOREL",2002,6,15,"Wildfire",35.607,-118.5
7908,2182,"CA","DAVIS",2002,6,9,"Wildfire",35.689,-120.212
7909,3427,"CA","UNNAMED",2002,6,14,"Wildfire",35.915,-121.209
7910,1179,"CA","STAGE",2002,6,22,"Wildfire",35.931,-118.925
7911,1752,"CA","UNNAMED",2002,7,25,"Wildfire",36.02,-120.031
7912,1875,"CA","SULPHUR SPRINGS",2002,7,10,"Wildfire",36.042,-121.239
7913,1008,"CA","BOEKENOOGEN RI",2002,10,18,"Prescribed Fire",36.052,-121.081
